time,count
2013-02-18 14,23896
2013-02-18 15,31814
2013-02-18 16,39911
2013-02-18 17,48023
2013-02-18 18,57622
2013-02-18 19,57219
2013-02-18 20,55700
2013-02-18 21,57116
2013-02-18 22,57212
2013-02-18 23,54949
2013-02-19 00,50745
2013-02-19 01,49151
2013-02-19 02,52004
2013-02-19 03,53549
2013-02-19 04,56241
2013-02-19 05,54012
2013-02-19 06,47552
2013-02-19 07,38950
2013-02-19 08,29960
2013-02-19 09,23479
2013-02-19 10,19079
2013-02-19 11,16369
2013-02-19 12,17163
2013-02-19 13,21042
2013-02-19 14,28095
2013-02-19 15,36278
2013-02-19 16,43544
2013-02-19 17,53373
2013-02-19 18,56188
2013-02-19 19,58071
2013-02-19 20,59231
2013-02-19 21,62617
2013-02-19 22,62233
2013-02-19 23,58073
2013-02-20 00,54694
2013-02-20 01,53843
2013-02-20 02,53605
2013-02-20 03,56235
2013-02-20 04,57397
2013-02-20 05,55587
2013-02-20 06,49072
2013-02-20 07,38288
2013-02-20 08,29990
2013-02-20 09,22995
2013-02-20 10,18166
2013-02-20 11,15871
2013-02-20 12,16495
2013-02-20 13,21054
2013-02-20 14,27926
2013-02-20 15,36857
2013-02-20 16,45319
2013-02-20 17,51639
2013-02-20 18,54597
2013-02-20 19,56921
2013-02-20 20,58356
2013-02-20 21,60362
2013-02-20 22,63028
2013-02-20 23,59369
2013-02-21 00,53802
2013-02-21 01,53323
2013-02-21 02,56175
2013-02-21 03,55426
2013-02-21 04,56203
2013-02-21 05,53376
2013-02-21 06,46517
2013-02-21 07,38242
2013-02-21 08,29403
2013-02-21 09,23289
2013-02-21 10,18659
2013-02-21 11,16845
2013-02-21 12,18033
2013-02-21 13,22429
2013-02-21 14,29679
2013-02-21 15,38355
2013-02-21 16,47584
2013-02-21 17,52612
2013-02-21 18,57490
2013-02-21 19,59403
2013-02-21 20,58921
2013-02-21 21,60242
2013-02-21 22,61948
2013-02-21 23,59832
2013-02-22 00,55656
2013-02-22 01,54883
2013-02-22 02,54557
2013-02-22 03,54387
2013-02-22 04,54709
2013-02-22 05,52376
2013-02-22 06,46921
2013-02-22 07,38260
2013-02-22 08,30578
2013-02-22 09,24554
2013-02-22 10,20760
2013-02-22 11,17830
2013-02-22 12,18319
2013-02-22 13,21646
2013-02-22 14,28722
2013-02-22 15,37616
2013-02-22 16,45810
2013-02-22 17,53367
2013-02-22 18,57379
2013-02-22 19,57587
2013-02-22 20,58530
2013-02-22 21,56903
2013-02-22 22,56541
2013-02-22 23,52574
2013-02-23 00,48352
2013-02-23 01,44313
2013-02-23 02,44148
2013-02-23 03,42596
2013-02-23 04,41484
2013-02-23 05,40475
2013-02-23 06,37835
2013-02-23 07,32555
2013-02-23 08,26601
2013-02-23 09,16441
2013-02-23 10,17556
2013-02-23 11,14699
2013-02-23 12,13704
2013-02-23 13,15287
2013-02-23 14,19307
2013-02-23 15,24783
2013-02-23 16,32104
2013-02-23 17,39170
2013-02-23 18,41827
2013-02-23 19,43439
2013-02-23 20,44271
2013-02-23 21,43136
2013-02-23 22,42864
2013-02-23 23,43782
2013-02-24 00,41912
2013-02-24 01,42290
2013-02-24 02,42170
2013-02-24 03,43493
2013-02-24 04,43246
2013-02-24 05,42563
2013-02-24 06,41678
2013-02-24 07,36066
2013-02-24 08,30189
2013-02-24 09,24271
2013-02-24 10,19689
2013-02-24 11,17042
2013-02-24 12,15388
2013-02-24 13,15828
2013-02-24 14,19490
2013-02-24 15,25161
2013-02-24 16,32338
2013-02-24 17,38963
2013-02-24 18,43373
2013-02-24 19,47347
2013-02-24 20,49414
2013-02-24 21,49339
2013-02-24 22,48570
2013-02-24 23,48644
2013-02-25 00,47159
2013-02-25 01,48507
2013-02-25 02,48956
2013-02-25 03,51007
2013-02-25 04,53684
2013-02-25 05,51798
2013-02-25 06,46617
2013-02-25 07,38236
2013-02-25 08,29765
2013-02-25 09,22853
2013-02-25 10,18796
2013-02-25 11,16146
2013-02-25 12,16424
2013-02-25 13,19889
2013-02-25 14,25318
2013-02-25 15,32189
2013-02-25 16,39700
2013-02-25 17,45892
2013-02-25 18,51214
2013-02-25 19,52794
2013-02-25 20,56201
2013-02-25 21,60989
2013-02-25 22,61969
2013-02-25 23,57889
2013-02-26 00,54011
2013-02-26 01,54699
2013-02-26 02,55975
2013-02-26 03,56916
2013-02-26 04,57201
2013-02-26 05,55728
2013-02-26 06,46924
2013-02-26 07,34757
2013-02-26 08,27345
2013-02-26 09,22338
2013-02-26 10,18461
2013-02-26 11,16412
2013-02-26 12,17632
2013-02-26 13,21526
2013-02-26 14,28768
2013-02-26 15,38265
2013-02-26 16,46746
2013-02-26 17,52744
2013-02-26 18,54702
2013-02-26 19,54691
2013-02-26 20,56946
2013-02-26 21,59665
2013-02-26 22,63227
2013-02-26 23,60466
2013-02-27 00,56941
2013-02-27 01,55257
2013-02-27 02,54289
2013-02-27 03,55367
2013-02-27 04,55742
2013-02-27 05,51566
2013-02-27 06,43859
2013-02-27 07,36094
2013-02-27 08,28505
2013-02-27 09,22169
2013-02-27 10,18264
2013-02-27 11,16506
2013-02-27 12,17171
2013-02-27 13,21533
2013-02-27 14,28324
2013-02-27 15,37684
2013-02-27 16,46206
2013-02-27 17,53487
2013-02-27 18,56493
2013-02-27 19,58217
2013-02-27 20,59213
2013-02-27 21,62519
2013-02-27 22,61171
2013-02-27 23,58905
2013-02-28 00,56552
2013-02-28 01,54789
2013-02-28 02,54431
2013-02-28 03,57949
2013-02-28 04,58327
2013-02-28 05,54221
2013-02-28 06,47771
2013-02-28 07,38564
2013-02-28 08,29731
2013-02-28 09,22999
2013-02-28 10,18819
2013-02-28 11,16349
2013-02-28 12,17359
2013-02-28 13,20913
2013-02-28 14,27605
2013-02-28 15,37108
2013-02-28 16,46281
2013-02-28 17,54339
2013-02-28 18,57253
2013-02-28 19,57158
2013-02-28 20,58801
2013-02-28 21,59396
2013-02-28 22,58785
2013-02-28 23,55820
2013-03-01 00,52465
time,count
2013-03-01 01,49868
2013-03-01 02,51406
2013-03-01 03,51821
2013-03-01 04,53415
2013-03-01 05,51632
2013-03-01 06,44734
2013-03-01 07,36151
2013-03-01 08,28526
2013-03-01 09,22559
2013-03-01 10,18141
2013-03-01 11,16159
2013-03-01 12,17185
2013-03-01 13,21014
2013-03-01 14,27678
2013-03-01 15,37196
2013-03-01 16,47084
2013-03-01 17,51734
2013-03-01 18,54489
2013-03-01 19,56083
2013-03-01 20,56153
2013-03-01 21,55236
2013-03-01 22,54732
2013-03-01 23,52164
2013-03-02 00,48648
2013-03-02 01,46476
2013-03-02 02,43980
2013-03-02 03,45335
2013-03-02 04,44433
2013-03-02 05,42350
2013-03-02 06,38723
2013-03-02 07,33083
2013-03-02 08,27290
2013-03-02 09,22119
2013-03-02 10,18577
2013-03-02 11,16046
2013-03-02 12,14931
2013-03-02 13,15885
2013-03-02 14,19713
2013-03-02 15,25658
2013-03-02 16,32448
2013-03-02 17,38184
2013-03-02 18,43780
2013-03-02 19,45288
2013-03-02 20,43903
2013-03-02 21,43792
2013-03-02 22,43796
2013-03-02 23,43575
2013-03-03 00,43468
2013-03-03 01,44345
2013-03-03 02,43652
2013-03-03 03,43454
2013-03-03 04,42972
2013-03-03 05,43321
2013-03-03 06,42449
2013-03-03 07,35699
2013-03-03 08,29215
2013-03-03 09,24356
2013-03-03 10,19980
2013-03-03 11,16266
2013-03-03 12,16237
2013-03-03 13,16558
2013-03-03 14,19832
2013-03-03 15,25125
2013-03-03 16,33862
2013-03-03 17,41814
2013-03-03 18,46990
2013-03-03 19,50105
2013-03-03 20,50881
2013-03-03 21,51835
2013-03-03 22,52068
2013-03-03 23,52477
2013-03-04 00,50691
2013-03-04 01,48736
2013-03-04 02,50476
2013-03-04 03,53045
2013-03-04 04,53967
2013-03-04 05,50879
2013-03-04 06,45889
2013-03-04 07,38501
2013-03-04 08,30114
2013-03-04 09,23553
2013-03-04 10,19495
2013-03-04 11,16864
2013-03-04 12,17332
2013-03-04 13,21883
2013-03-04 14,26956
2013-03-04 15,34350
2013-03-04 16,44575
2013-03-04 17,50394
2013-03-04 18,53617
2013-03-04 19,55578
2013-03-04 20,58304
2013-03-04 21,59054
2013-03-04 22,60352
2013-03-04 23,58000
2013-03-05 00,56806
2013-03-05 01,56070
2013-03-05 02,57840
2013-03-05 03,57415
2013-03-05 04,56894
2013-03-05 05,54528
2013-03-05 06,48751
2013-03-05 07,39011
2013-03-05 08,30173
2013-03-05 09,22787
2013-03-05 10,18797
2013-03-05 11,16626
2013-03-05 12,17669
2013-03-05 13,21053
2013-03-05 14,29628
2013-03-05 15,37725
2013-03-05 16,46450
2013-03-05 17,53380
2013-03-05 18,56303
2013-03-05 19,57502
2013-03-05 20,58341
2013-03-05 21,62190
2013-03-05 22,63710
2013-03-05 23,60802
2013-03-06 00,55668
2013-03-06 01,53706
2013-03-06 02,54050
2013-03-06 03,55895
2013-03-06 04,55818
2013-03-06 05,48746
2013-03-06 06,46250
2013-03-06 07,39042
2013-03-06 08,30594
2013-03-06 09,22504
2013-03-06 10,18530
2013-03-06 11,16442
2013-03-06 12,16644
2013-03-06 13,21436
2013-03-06 14,28202
2013-03-06 15,37824
2013-03-06 16,45961
2013-03-06 17,51816
2013-03-06 18,54404
2013-03-06 19,56485
2013-03-06 20,57523
2013-03-06 21,56983
2013-03-06 22,59002
2013-03-06 23,56613
2013-03-07 00,54451
2013-03-07 01,53102
2013-03-07 02,53897
2013-03-07 03,56385
2013-03-07 04,57552
2013-03-07 05,53823
2013-03-07 06,45847
2013-03-07 07,36623
2013-03-07 08,29388
2013-03-07 09,22885
2013-03-07 10,18794
2013-03-07 11,11354
2013-03-07 12,17109
2013-03-07 13,21246
2013-03-07 14,29296
2013-03-07 15,38173
2013-03-07 16,46971
2013-03-07 17,51175
2013-03-07 18,53938
2013-03-07 19,60237
2013-03-07 20,60711
2013-03-07 21,59500
2013-03-07 22,60068
2013-03-07 23,56290
2013-03-08 00,53591
2013-03-08 01,52122
2013-03-08 02,52738
2013-03-08 03,54466
2013-03-08 04,55470
2013-03-08 05,52115
2013-03-08 06,46237
2013-03-08 07,38292
2013-03-08 08,29710
2013-03-08 09,24401
2013-03-08 10,18763
2013-03-08 11,16824
2013-03-08 12,17346
2013-03-08 13,22157
2013-03-08 14,28433
2013-03-08 15,38357
2013-03-08 16,48284
2013-03-08 17,54314
2013-03-08 18,55917
2013-03-08 19,55439
2013-03-08 20,57239
2013-03-08 21,56354
2013-03-08 22,54711
2013-03-08 23,49537
2013-03-09 00,46824
2013-03-09 01,44692
2013-03-09 02,43123
2013-03-09 03,41872
2013-03-09 04,42446
2013-03-09 05,42417
2013-03-09 06,37282
2013-03-09 07,32341
2013-03-09 08,26035
2013-03-09 09,20972
2013-03-09 10,17813
2013-03-09 11,15413
2013-03-09 12,14798
2013-03-09 13,16683
2013-03-09 14,20420
2013-03-09 15,26270
2013-03-09 16,32844
2013-03-09 17,39525
2013-03-09 18,43594
2013-03-09 19,44140
2013-03-09 20,43205
2013-03-09 21,42403
2013-03-09 22,42319
2013-03-09 23,42020
2013-03-10 00,42647
2013-03-10 01,42725
2013-03-10 02,42269
2013-03-10 03,42899
2013-03-10 04,38673
2013-03-10 05,41619
2013-03-10 06,40574
2013-03-10 07,35721
2013-03-10 08,29079
2013-03-10 09,24027
2013-03-10 10,18896
2013-03-10 11,16480
2013-03-10 12,15351
2013-03-10 13,17536
2013-03-10 14,21532
2013-03-10 15,28185
2013-03-10 16,35044
2013-03-10 17,41006
2013-03-10 18,46601
2013-03-10 19,47508
2013-03-10 20,47387
2013-03-10 21,47254
2013-03-10 22,49115
2013-03-10 23,37283
2013-03-11 00,47774
2013-03-11 01,50427
2013-03-11 02,51458
2013-03-11 03,52403
2013-03-11 04,52675
2013-03-11 05,47123
2013-03-11 06,40708
2013-03-11 07,32806
2013-03-11 08,25644
2013-03-11 09,19986
2013-03-11 10,16916
2013-03-11 11,16984
2013-03-11 12,19112
2013-03-11 13,24534
2013-03-11 14,32118
2013-03-11 15,41700
2013-03-11 16,46689
2013-03-11 17,53193
2013-03-11 18,55513
2013-03-11 19,50401
2013-03-11 20,29816
2013-03-11 21,57386
2013-03-11 22,57716
2013-03-11 23,56061
2013-03-12 00,54580
2013-03-12 01,54208
2013-03-12 02,54321
2013-03-12 03,54833
2013-03-12 04,53053
2013-03-12 05,47887
2013-03-12 06,40841
2013-03-12 07,33338
2013-03-12 08,26573
2013-03-12 09,20865
2013-03-12 10,17999
2013-03-12 11,18311
2013-03-12 12,15895
2013-03-12 13,26445
2013-03-12 14,34158
2013-03-12 15,42040
2013-03-12 16,41248
2013-03-12 17,51899
2013-03-12 18,55957
2013-03-12 19,60110
2013-03-12 20,61827
2013-03-12 21,64291
2013-03-12 22,60586
2013-03-12 23,58978
2013-03-13 00,56840
2013-03-13 01,56454
2013-03-13 02,56193
2013-03-13 03,57364
2013-03-13 04,55339
2013-03-13 05,48550
2013-03-13 06,40251
2013-03-13 07,33069
2013-03-13 08,25259
2013-03-13 09,20348
2013-03-13 10,17625
2013-03-13 11,17378
2013-03-13 12,19981
2013-03-13 13,26235
2013-03-13 14,35120
2013-03-13 15,43309
2013-03-13 16,51787
2013-03-13 17,56389
2013-03-13 18,57655
2013-03-13 19,57681
2013-03-13 20,59240
2013-03-13 21,62233
2013-03-13 22,60882
2013-03-13 23,54722
2013-03-14 00,54046
2013-03-14 01,53026
2013-03-14 02,53614
2013-03-14 03,53940
2013-03-14 04,52772
2013-03-14 05,47463
2013-03-14 06,38676
2013-03-14 07,31413
2013-03-14 08,24313
2013-03-14 09,18753
2013-03-14 10,16245
2013-03-14 11,16710
2013-03-14 12,19525
2013-03-14 13,25646
2013-03-14 14,35315
2013-03-14 15,44794
2013-03-14 16,53149
2013-03-14 17,56485
2013-03-14 18,57646
2013-03-14 19,60067
2013-03-14 20,60730
2013-03-14 21,60696
2013-03-14 22,57301
2013-03-14 23,55065
2013-03-15 00,55346
2013-03-15 01,54132
2013-03-15 02,53655
2013-03-15 03,54449
2013-03-15 04,52272
2013-03-15 05,47555
2013-03-15 06,41100
2013-03-15 07,33646
2013-03-15 08,26405
2013-03-15 09,20610
2013-03-15 10,17472
2013-03-15 11,17492
2013-03-15 12,20387
2013-03-15 13,27494
2013-03-15 14,37186
2013-03-15 15,47622
2013-03-15 16,54353
2013-03-15 17,58657
2013-03-15 18,59972
2013-03-15 19,60275
2013-03-15 20,61279
2013-03-15 21,59840
2013-03-15 22,56627
2013-03-15 23,51855
2013-03-16 00,48839
2013-03-16 01,48867
2013-03-16 02,49991
2013-03-16 03,49266
2013-03-16 04,46997
2013-03-16 05,43834
2013-03-16 06,37107
2013-03-16 07,30987
2013-03-16 08,25049
2013-03-16 09,19864
2013-03-16 10,17257
2013-03-16 11,16631
2013-03-16 12,17398
2013-03-16 13,20852
2013-03-16 14,27185
2013-03-16 15,34171
2013-03-16 16,41192
2013-03-16 17,44488
2013-03-16 18,45449
2013-03-16 19,45901
2013-03-16 20,45130
2013-03-16 21,44543
2013-03-16 22,44961
2013-03-16 23,45184
2013-03-17 00,44442
2013-03-17 01,45411
2013-03-17 02,45507
2013-03-17 03,44937
2013-03-17 04,43747
2013-03-17 05,41389
2013-03-17 06,37213
2013-03-17 07,31444
2013-03-17 08,25134
2013-03-17 09,19774
2013-03-17 10,16711
2013-03-17 11,15402
2013-03-17 12,16106
2013-03-17 13,19818
2013-03-17 14,25624
2013-03-17 15,33502
2013-03-17 16,39843
2013-03-17 17,45703
2013-03-17 18,48791
2013-03-17 19,50593
2013-03-17 20,49910
2013-03-17 21,50271
2013-03-17 22,50262
2013-03-17 23,49820
2013-03-18 00,48736
2013-03-18 01,49893
2013-03-18 02,53239
2013-03-18 03,53603
2013-03-18 04,51379
2013-03-18 05,46826
2013-03-18 06,39013
2013-03-18 07,30537
2013-03-18 08,24037
2013-03-18 09,18694
2013-03-18 10,16276
2013-03-18 11,16846
2013-03-18 12,19659
2013-03-18 13,25481
2013-03-18 14,33824
2013-03-18 15,41678
2013-03-18 16,47213
2013-03-18 17,50069
2013-03-18 18,56557
2013-03-18 19,59394
2013-03-18 20,60675
2013-03-18 21,62679
2013-03-18 22,61420
2013-03-18 23,58744
2013-03-19 00,57801
2013-03-19 01,58691
2013-03-19 02,59677
2013-03-19 03,61797
2013-03-19 04,58163
2013-03-19 05,48618
2013-03-19 06,40063
2013-03-19 07,31580
2013-03-19 08,24204
2013-03-19 09,19261
2013-03-19 10,17411
2013-03-19 11,17843
2013-03-19 12,21445
2013-03-19 13,28496
2013-03-19 14,37507
2013-03-19 15,46083
2013-03-19 16,52211
2013-03-19 17,55713
2013-03-19 18,58524
2013-03-19 19,59798
2013-03-19 20,60860
2013-03-19 21,63709
2013-03-19 22,59859
2013-03-19 23,57712
2013-03-20 00,56702
2013-03-20 01,55042
2013-03-20 02,55803
2013-03-20 03,58265
2013-03-20 04,54221
2013-03-20 05,49392
2013-03-20 06,41320
2013-03-20 07,31460
2013-03-20 08,24265
2013-03-20 09,19747
2013-03-20 10,17138
2013-03-20 11,17709
2013-03-20 12,21632
2013-03-20 13,28079
2013-03-20 14,37676
2013-03-20 15,47137
2013-03-20 16,54721
2013-03-20 17,59282
2013-03-20 18,61214
2013-03-20 19,61644
2013-03-20 20,63519
2013-03-20 21,63848
2013-03-20 22,60992
2013-03-20 23,58915
2013-03-21 00,56843
2013-03-21 01,55975
2013-03-21 02,57431
2013-03-21 03,59638
2013-03-21 04,56281
2013-03-21 05,48014
2013-03-21 06,39944
2013-03-21 07,30921
2013-03-21 08,24745
2013-03-21 09,19250
2013-03-21 10,16913
2013-03-21 11,17925
2013-03-21 12,21274
2013-03-21 13,27786
2013-03-21 14,38000
2013-03-21 15,46530
2013-03-21 16,53921
2013-03-21 17,59289
2013-03-21 18,62281
2013-03-21 19,62996
2013-03-21 20,64351
2013-03-21 21,65402
2013-03-21 22,61141
2013-03-21 23,57396
2013-03-22 00,56329
2013-03-22 01,53884
2013-03-22 02,53924
2013-03-22 03,54596
2013-03-22 04,53166
2013-03-22 05,46300
2013-03-22 06,37222
2013-03-22 07,29845
2013-03-22 08,23347
2013-03-22 09,19204
2013-03-22 10,16956
2013-03-22 11,16905
2013-03-22 12,20157
2013-03-22 13,26914
2013-03-22 14,35991
2013-03-22 15,44410
2013-03-22 16,52054
2013-03-22 17,55689
2013-03-22 18,58611
2013-03-22 19,57236
2013-03-22 20,57467
2013-03-22 21,57227
2013-03-22 22,53294
2013-03-22 23,34413
2013-03-23 00,34979
2013-03-23 01,45825
2013-03-23 02,46100
2013-03-23 03,46042
2013-03-23 04,45075
2013-03-23 05,41735
2013-03-23 06,36117
2013-03-23 07,28668
2013-03-23 08,23124
2013-03-23 09,18554
2013-03-23 10,15830
2013-03-23 11,14884
2013-03-23 12,16367
2013-03-23 13,20555
2013-03-23 14,25932
2013-03-23 15,33045
2013-03-23 16,38546
2013-03-23 17,44812
2013-03-23 18,46530
2013-03-23 19,46305
2013-03-23 20,46279
2013-03-23 21,45228
2013-03-23 22,45810
2013-03-23 23,45315
2013-03-24 00,43568
2013-03-24 01,44568
2013-03-24 02,43327
2013-03-24 03,43699
2013-03-24 04,43570
2013-03-24 05,41689
2013-03-24 06,37527
2013-03-24 07,31172
2013-03-24 08,24502
2013-03-24 09,19897
2013-03-24 10,17230
2013-03-24 11,15894
2013-03-24 12,16292
2013-03-24 13,19370
2013-03-24 14,24589
2013-03-24 15,31189
2013-03-24 16,38905
2013-03-24 17,46118
2013-03-24 18,48452
2013-03-24 19,49767
2013-03-24 20,47809
2013-03-24 21,48736
2013-03-24 22,50182
2013-03-24 23,50881
2013-03-25 00,51945
2013-03-25 01,52405
2013-03-25 02,55566
2013-03-25 03,54882
2013-03-25 04,52636
2013-03-25 05,46582
2013-03-25 06,39779
2013-03-25 07,31344
2013-03-25 08,24060
2013-03-25 09,18484
2013-03-25 10,16411
2013-03-25 11,16748
2013-03-25 12,19386
2013-03-25 13,25880
2013-03-25 14,34402
2013-03-25 15,43157
2013-03-25 16,51143
2013-03-25 17,57107
2013-03-25 18,60269
2013-03-25 19,60544
2013-03-25 20,61244
2013-03-25 21,63030
2013-03-25 22,59532
2013-03-25 23,57232
2013-03-26 00,57540
2013-03-26 01,58094
2013-03-26 02,59397
2013-03-26 03,59355
2013-03-26 04,54437
2013-03-26 05,47536
2013-03-26 06,38166
2013-03-26 07,29977
2013-03-26 08,22960
2013-03-26 09,18930
2013-03-26 10,16839
2013-03-26 11,17554
2013-03-26 12,21645
2013-03-26 13,28606
2013-03-26 14,39207
2013-03-26 15,46923
2013-03-26 16,53750
2013-03-26 17,56913
2013-03-26 18,59773
2013-03-26 19,60502
2013-03-26 20,60979
2013-03-26 21,61446
2013-03-26 22,60232
2013-03-26 23,58270
2013-03-27 00,58206
2013-03-27 01,55963
2013-03-27 02,56951
2013-03-27 03,56252
2013-03-27 04,54626
2013-03-27 05,50132
2013-03-27 06,39604
2013-03-27 07,30693
2013-03-27 08,23349
2013-03-27 09,18951
2013-03-27 10,16627
2013-03-27 11,17420
2013-03-27 12,20982
2013-03-27 13,27469
2013-03-27 14,38057
2013-03-27 15,48818
2013-03-27 16,55988
2013-03-27 17,59122
2013-03-27 18,60450
2013-03-27 19,63998
2013-03-27 20,65210
2013-03-27 21,64710
2013-03-27 22,61933
2013-03-27 23,58829
2013-03-28 00,57339
2013-03-28 01,57399
2013-03-28 02,56436
2013-03-28 03,57290
2013-03-28 04,54592
2013-03-28 05,48643
2013-03-28 06,40820
2013-03-28 07,31420
2013-03-28 08,24040
2013-03-28 09,18964
2013-03-28 10,17088
2013-03-28 11,17144
2013-03-28 12,20842
2013-03-28 13,28971
2013-03-28 14,38808
2013-03-28 15,47724
2013-03-28 16,53843
2013-03-28 17,57032
2013-03-28 18,56403
2013-03-28 19,42419
2013-03-28 20,54621
2013-03-28 21,57633
2013-03-28 22,55300
2013-03-28 23,53563
2013-03-29 00,53419
2013-03-29 01,53031
2013-03-29 02,53521
2013-03-29 03,53803
2013-03-29 04,54615
2013-03-29 05,49397
2013-03-29 06,39836
2013-03-29 07,31304
2013-03-29 08,23825
2013-03-29 09,19047
2013-03-29 10,16650
2013-03-29 11,16177
2013-03-29 12,19339
2013-03-29 13,25837
2013-03-29 14,35335
2013-03-29 15,44636
2013-03-29 16,50469
2013-03-29 17,54771
2013-03-29 18,55735
2013-03-29 19,55157
2013-03-29 20,55017
2013-03-29 21,55378
2013-03-29 22,51900
2013-03-29 23,48622
2013-03-30 00,47549
2013-03-30 01,47357
2013-03-30 02,46264
2013-03-30 03,45585
2013-03-30 04,45218
2013-03-30 05,42988
2013-03-30 06,37655
2013-03-30 07,30606
2013-03-30 08,24050
2013-03-30 09,18927
2013-03-30 10,15765
2013-03-30 11,14526
2013-03-30 12,15719
2013-03-30 13,19949
2013-03-30 14,26372
2013-03-30 15,34088
2013-03-30 16,40542
2013-03-30 17,43396
2013-03-30 18,45465
2013-03-30 19,45492
2013-03-30 20,46555
2013-03-30 21,43504
2013-03-30 22,43487
2013-03-30 23,43459
2013-03-31 00,43593
2013-03-31 01,45358
2013-03-31 03,47604
2013-03-31 04,47561
2013-03-31 05,46389
2013-03-31 06,43656
2013-03-31 07,38646
2013-03-31 08,32611
2013-03-31 09,26217
2013-03-31 10,20412
2013-03-31 11,17145
2013-03-31 12,15090
2013-03-31 13,16587
2013-03-31 14,20544
2013-03-31 15,27460
2013-03-31 16,34184
2013-03-31 17,41171
2013-03-31 18,46182
2013-03-31 19,48938
2013-03-31 20,48958
2013-03-31 21,49391
2013-03-31 22,48865
2013-03-31 23,50872
2013-04-01 00,53203
2013-04-01 01,37946
time,count
2013-04-01 02,51825
2013-04-01 03,57822
2013-04-01 04,62655
2013-04-01 05,60500
2013-04-01 06,52619
2013-04-01 07,41623
2013-04-01 08,31821
2013-04-01 09,24081
2013-04-01 10,7260
2013-04-01 11,14949
2013-04-01 12,15623
2013-04-01 13,19113
2013-04-01 14,25233
2013-04-01 15,33752
2013-04-01 16,42236
2013-04-01 17,49385
2013-04-01 18,20419
2013-04-01 19,55069
2013-04-01 20,72033
2013-04-01 21,70848
2013-04-01 22,73447
2013-04-01 23,64478
2013-04-02 00,62711
2013-04-02 01,68180
2013-04-02 02,61986
2013-04-02 03,54016
2013-04-02 04,54212
2013-04-02 05,52166
2013-04-02 06,47018
2013-04-02 07,38276
2013-04-02 08,31200
2013-04-02 09,25724
2013-04-02 10,19859
2013-04-02 11,17939
2013-04-02 12,18693
2013-04-02 13,22866
2013-04-02 14,29850
2013-04-02 15,39596
2013-04-02 16,48561
2013-04-02 17,58461
2013-04-02 18,61229
2013-04-02 19,61482
2013-04-02 20,63707
2013-04-02 21,65360
2013-04-02 22,66990
2013-04-02 23,63047
2013-04-03 00,59289
2013-04-03 01,58632
2013-04-03 02,58899
2013-04-03 03,61083
2013-04-03 04,62497
2013-04-03 05,62350
2013-04-03 06,53504
2013-04-03 07,43233
2013-04-03 08,33605
2013-04-03 09,25786
2013-04-03 10,21492
2013-04-03 11,18323
2013-04-03 12,19137
2013-04-03 13,23707
2013-04-03 14,32695
2013-04-03 15,43592
2013-04-03 16,52623
2013-04-03 17,58488
2013-04-03 18,59230
2013-04-03 19,62257
2013-04-03 20,65125
2013-04-03 21,66019
2013-04-03 22,67356
2013-04-03 23,63274
2013-04-04 00,58895
2013-04-04 01,58146
2013-04-04 02,57160
2013-04-04 03,57098
2013-04-04 04,59317
2013-04-04 05,58812
2013-04-04 06,51856
2013-04-04 07,42930
2013-04-04 08,33200
2013-04-04 09,25610
2013-04-04 10,20763
2013-04-04 11,18633
2013-04-04 12,19204
2013-04-04 13,23159
2013-04-04 14,31432
2013-04-04 15,41792
2013-04-04 16,49432
2013-04-04 17,56590
